episode_start_date,symbol,score_name,rank_on_start_date,p20,fwd_ret20,fwd_mdd20,label_wave20,industryCode,traded_value_vnd,adv50_vnd
2023-04-20,GIL,B0_baseline_p20,11,0.9134393600460524,0.0126050420168066,-0.0567226890756302,0.0,3760,43839600000.0,11633178300.0
2023-04-20,DSC,B0_baseline_p20,13,0.911831209250924,0.0036900369003689,-0.055350553505535,0.0,8780,6189640000.0,2755824200.0
2023-04-20,LTG,B0_baseline_p20,14,0.898336130662666,-0.0551948051948051,-0.1103896103896104,0.0,1350,23571240000.0,7855932800.0
2023-04-20,TAR,B0_baseline_p20,16,0.8911330466045144,0.0068493150684931,-0.0136986301369862,0.0,3570,90974060000.0,21982102800.0
2023-04-21,MSR,B0_baseline_p20,8,0.9637377816019088,0.0869565217391303,-0.0579710144927536,1.0,1770,28720560000.0,2357410600.0
2023-04-21,MBS,B0_baseline_p20,18,0.9044368747428476,0.0,-0.0738636363636363,0.0,8780,140506080000.0,43521835600.0
2023-04-21,SBT,B0_baseline_p20,19,0.8989617682366648,-0.0091743119266056,-0.0244648318042814,0.0,3570,171936600000.00003,36208196900.0
2023-04-21,PSH,B0_baseline_p20,20,0.8933731420023665,0.7931034482758621,0.0689655172413792,1.0,580,6331425000.0,5382859560.0
2023-04-24,QNS,B0_baseline_p20,20,0.8990421830514786,0.0,-0.0275862068965517,0.0,3570,17038950000.0,7129118600.0
2023-04-25,HAH,B0_baseline_p20,16,0.9029435640455824,-0.0554216867469878,-0.0650602409638555,0.0,2770,167128800000.0,41326722900.0
2023-04-25,BCG,B0_baseline_p20,19,0.8782245033568667,0.1053268765133172,0.013317191283293,1.0,8770,77198786000.0,29804149860.0
2023-04-26,AAA,B0_baseline_p20,16,0.8905181721455074,0.0886699507389163,0.0197044334975369,1.0,1350,128284835000.0,26584669460.0
2023-04-26,TNG,B0_baseline_p20,20,0.8748393413646376,-0.0199999999999999,-0.05,0.0,3760,80224000000.0,42863359400.0
2023-04-27,NTL,B0_baseline_p20,11,0.9447223950268387,0.0558035714285714,-0.0178571428571427,0.0,8630,25170880000.0,9957504800.0
2023-04-27,AMV,B0_baseline_p20,13,0.9401839144903502,0.0212765957446807,-0.0425531914893617,0.0,4530,32586980000.0,9757398600.0
2023-04-27,TV2,B0_baseline_p20,17,0.8999878086865664,0.1074074074074074,-0.0333333333333333,1.0,2790,10489500000.0,2978275800.0
2023-04-28,NLG,B0_baseline_p20,15,0.928422180852865,-0.0419161676646706,-0.0628742514970058,0.0,8630,183756780000.0,55382573200.0
2023-04-28,NT2,B0_baseline_p20,20,0.9036159575162328,0.045958795562599,-0.0285261489698891,0.0,7530,42873295000.0,17822952800.0
2023-05-04,STG,B0_baseline_p20,6,0.9682275528775844,-0.0954128440366972,-0.0990825688073394,0.0,2770,14001050000.0,2066492100.0
2023-05-04,NHA,B0_baseline_p20,11,0.949497458135756,0.3900000000000001,-0.0333333333333333,1.0,2350,5877000000.0,2056731300.0
2023-05-05,RAL,B0_baseline_p20,7,0.9573046290528844,-0.0358126721763085,-0.0679522497704316,0.0,3720,12665070000.0,2139797800.0
2023-05-05,VIG,B0_baseline_p20,13,0.937124571382988,0.1739130434782607,0.0289855072463767,1.0,8780,8073000000.0,2640427000.0
2023-05-08,DHG,B0_baseline_p20,5,0.975790287346222,-0.0408695652173913,-0.0582608695652173,0.0,4570,7245000000.0,2061541600.0
2023-05-08,ITC,B0_baseline_p20,9,0.943036162395539,0.2549019607843139,0.0,1.0,8630,18420180000.0,4015786740.0
2023-05-08,LHG,B0_baseline_p20,17,0.924390839064052,0.0962962962962963,-0.037037037037037,1.0,8630,8291700000.0,2283959800.0
2023-05-08,PVP,B0_baseline_p20,20,0.912541895560169,0.0583657587548638,-0.0466926070038909,0.0,2770,11207770000.0,2765089800.0
2023-05-09,DAG,B0_baseline_p20,9,0.9542558191475378,0.0,-0.1193181818181817,0.0,1350,7319664000.0,2122101960.0
2023-05-09,ABC,B0_baseline_p20,10,0.953504743799061,-0.0578947368421053,-0.0789473684210526,0.0,6570,1115300000.0,2022454000.0
2023-05-09,BVS,B0_baseline_p20,11,0.9479426694779302,0.1085972850678731,-0.0180995475113122,1.0,8780,10524020000.0,3306103000.0
2023-05-09,FIT,B0_baseline_p20,12,0.9457365489380144,0.178236397748593,0.0412757973733584,1.0,8630,40836861000.0,8016954380.0
2023-05-09,VIX,B0_baseline_p20,14,0.9376844595269614,0.110520722635494,-0.0701381509032943,1.0,8780,259206919000.0,87959882920.0
2023-05-09,LAS,B0_baseline_p20,18,0.92620981222396,0.0679611650485436,-0.0291262135922331,0.0,1350,11914010000.0,2906210200.0
2023-05-10,TIG,B0_baseline_p20,18,0.9303272482528766,0.1800000000000001,0.01,1.0,8630,22013000000.0,6996370600.0
2023-05-11,TVC,B0_baseline_p20,9,0.9626237413104464,-0.0952380952380952,-0.1587301587301587,0.0,8770,30670920000.0,3040216400.0
2023-05-11,EVG,B0_baseline_p20,11,0.955980145547604,0.9065420560747663,0.0023364485981307,1.0,8630,26542420000.0,5823172900.0
2023-05-12,G36,B0_baseline_p20,13,0.9517358149863648,0.0476190476190476,-0.0119047619047618,0.0,2350,22647240000.0,3138484000.0
2023-05-12,SMC,B0_baseline_p20,14,0.9505231407988892,0.0916666666666665,-0.0083333333333333,1.0,1750,11841600000.0,3313934340.0
2023-05-12,TVB,B0_baseline_p20,16,0.9473847740164716,0.1306818181818181,-0.1136363636363637,0.0,8780,17673216000.0,2467469760.0
2023-05-15,LIG,B0_baseline_p20,10,0.9532147844759592,0.1250000000000002,-0.0833333333333332,0.0,2350,23257920000.0,3361961400.0
2023-05-15,DL1,B0_baseline_p20,12,0.9449034389766844,0.2045454545454543,-0.0227272727272728,1.0,2770,12708080000.0,2011090400.0
2023-05-15,EVE,B0_baseline_p20,20,0.9167622141020532,0.0807453416149066,-0.0248447204968945,1.0,3720,32039000000.000004,4224457700.0
2023-05-16,FCN,B0_baseline_p20,19,0.9174537433872808,0.1518518518518519,-0.0222222222222222,1.0,2350,174722400000.0,26707666800.0
2023-05-17,DLG,B0_baseline_p20,14,0.9326037338733144,0.1423357664233575,-0.0839416058394162,0.0,8630,33229898000.0,5691638040.0
2023-05-18,VHG,B0_baseline_p20,14,0.9230483751228676,0.2413793103448276,-0.0689655172413792,1.0,8630,8486850000.0,4527090800.0
2023-05-18,PVB,B0_baseline_p20,16,0.9197555195152846,0.3562499999999999,0.0124999999999999,1.0,570,14158400000.0,3699324000.0
2023-05-19,DTD,B0_baseline_p20,1,0.981897613506416,0.0563380281690142,-0.0070422535211267,0.0,2350,23273800000.0,13703946600.0
2023-05-19,QBS,B0_baseline_p20,2,0.9805573013174356,0.1111111111111111,-0.028673835125448,1.0,1350,6631830000.0,2041778900.0
2023-05-19,LSS,B0_baseline_p20,8,0.945027317794615,0.0826086956521738,-0.0130434782608696,1.0,3570,9350650000.0,10314707240.0
2023-05-19,CTD,B0_baseline_p20,9,0.9368949500612508,0.0379146919431281,0.0015797788309637,0.0,2350,36486120000.0,30403864900.0
2023-05-19,AGR,B0_baseline_p20,13,0.9280203488104752,0.028,-0.004,0.0,8780,16498750000.0,17193588160.0
2023-05-19,PVD,B0_baseline_p20,20,0.9002917521948783,0.0170575692963752,-0.0021321961620469,0.0,570,276248035000.0,88678101200.0
2023-05-22,ST8,B0_baseline_p20,10,0.9453964598106748,0.2024691358024692,0.0691358024691357,1.0,9570,4661550000.0,4471446800.0
2023-05-22,VGS,B0_baseline_p20,15,0.934805242767672,0.0955414012738853,-0.0445859872611464,1.0,1750,19210520000.0,8984634600.0
2023-05-23,SBS,B0_baseline_p20,14,0.9484188433093944,0.04,-0.0266666666666667,0.0,8780,64096500000.0,19926739400.0
2023-05-23,DBC,B0_baseline_p20,16,0.9389898803623504,0.1067708333333334,-0.0182291666666665,1.0,3570,176929920000.0,71771075400.0
2023-05-23,CTI,B0_baseline_p20,19,0.9255318360228943,0.0347222222222223,-0.0069444444444444,0.0,2350,22763520000.0,4661445600.0
2023-05-24,PSH,B0_baseline_p20,6,0.9692717182865594,0.0230769230769232,-0.0192307692307692,0.0,580,17841200000.0,13125733420.0
2023-05-24,HHP,B0_baseline_p20,10,0.9492570881907852,-0.140495867768595,-0.1694214876033056,0.0,1730,45488740000.0,7699377820.0
2023-05-24,TDC,B0_baseline_p20,14,0.9344127897526472,0.1200000000000001,0.016,1.0,8630,48757500000.0,7748400820.0
2023-05-24,BSI,B0_baseline_p20,18,0.9141598997943732,0.1339869281045751,-0.0294117647058824,1.0,8780,118565820000.0,37190506000.0
2023-05-25,VNE,B0_baseline_p20,10,0.960883311477131,0.0081632653061223,-0.0122448979591837,0.0,2350,10365950000.0,3607779420.0
2023-05-25,IPA,B0_baseline_p20,13,0.9279889807282964,0.1655172413793102,0.0206896551724138,1.0,8770,4608100000.0,2055274000.0
2023-05-25,PVS,B0_baseline_p20,14,0.9265259952267064,0.0888157894736842,-0.0164473684210526,1.0,570,264239840000.0,131886951200.0
2023-05-25,SIP,B0_baseline_p20,16,0.9230503857868816,0.021256038647343,-0.0144927536231883,0.0,8630,10008450000.0,6318227000.0
2023-05-25,TCD,B0_baseline_p20,20,0.9099291612158044,0.0594989561586638,-0.1252609603340291,0.0,2770,26826874000.0,6746457400.0
2023-05-26,MSR,B0_baseline_p20,10,0.9587937671123494,-0.0229885057471264,-0.0574712643678161,0.0,1770,30122880000.0,5944460800.0
2023-05-26,VC2,B0_baseline_p20,15,0.9462852563458544,0.3846153846153846,0.0961538461538462,1.0,2350,8715200000.0,2034271800.0
2023-05-26,CII,B0_baseline_p20,18,0.9332335516950894,0.0895953757225433,-0.0144508670520231,1.0,2350,224754680000.0,87825843100.0
2023-05-26,SKG,B0_baseline_p20,20,0.9307039311488664,0.0303030303030302,-0.0303030303030303,0.0,2770,38677320000.0,10926856900.0
2023-05-29,VC7,B0_baseline_p20,1,0.983667444740956,0.4307692307692308,0.1,1.0,2350,8316100000.0,2020617200.0
2023-05-29,PXS,B0_baseline_p20,4,0.9752841031312603,0.0491803278688525,-0.0163934426229507,0.0,2350,7464570000.0,2034593400.0
2023-05-29,MST,B0_baseline_p20,11,0.9664509932173964,0.0545454545454544,-0.018181818181818,0.0,2350,21231100000.0,4979558600.0
2023-05-29,TSC,B0_baseline_p20,16,0.9544551751842733,-0.0185185185185187,-0.0473251028806585,0.0,1350,23850450000.0,6782757380.0
2023-05-30,EVF,B0_baseline_p20,8,0.9728399710882998,-0.0226337448559671,-0.0401234567901235,0.0,8350,23830524000.0,3240147240.0
2023-05-30,VPG,B0_baseline_p20,18,0.952792016895596,0.1226993865030674,0.00920245398773,1.0,1770,70036210000.0,21926904900.0
2023-05-31,PXL,B0_baseline_p20,2,0.9854511660451204,0.0337078651685391,0.0337078651685391,0.0,8630,16147270000.0,2197478600.0
2023-05-31,PAS,B0_baseline_p20,6,0.9788300665558836,-0.018181818181818,-0.018181818181818,0.0,1750,18068050000.0,2238943000.0
2023-05-31,ITA,B0_baseline_p20,11,0.9725865442645286,0.0283553875236295,0.0245746691871455,0.0,8630,44861845000.0,12280962400.0
2023-06-01,NRC,B0_baseline_p20,8,0.9745341121670428,-0.0338983050847457,-0.0677966101694915,0.0,8630,28964280000.0,8279952600.0
2023-06-01,AMS,B0_baseline_p20,16,0.9645839101046652,-0.1186440677966101,-0.1271186440677966,0.0,2350,20003360000.0,2822251800.0
2023-06-01,NHA,B0_baseline_p20,19,0.9591795441112904,-0.1127098321342926,-0.1151079136690648,0.0,2350,13710960000.0,5379980500.0
2023-06-01,DXS,B0_baseline_p20,20,0.957643034212509,0.0808561236623066,-0.0285374554102258,1.0,8630,46466091000.0,13859772420.0
2023-06-02,BOT,B0_baseline_p20,10,0.971513584931095,-0.1568627450980392,-0.1568627450980392,0.0,2350,7494450000.0,2111135200.0
2023-06-02,SJF,B0_baseline_p20,13,0.965619413118887,-0.0663390663390665,-0.0663390663390665,0.0,3570,7236053000.000001,2078006920.0
2023-06-02,EVS,B0_baseline_p20,18,0.9587887153626898,0.0153846153846153,0.0,0.0,8780,6659900000.0,2107406200.0
2023-06-05,GEX,B0_baseline_p20,20,0.9372504718431536,0.1120689655172415,0.028735632183908,1.0,2730,382648620000.0,174517464800.0
2023-06-06,CRE,B0_baseline_p20,7,0.8703791067631251,-0.0580645161290324,-0.0806451612903226,0.0,8630,19530930000.0,6733195360.0
2023-06-06,BVS,B0_baseline_p20,8,0.8695045079040166,0.0,-0.0612244897959183,0.0,8780,19646550000.0,7579315200.0
2023-06-06,VDS,B0_baseline_p20,9,0.8532895320902009,0.1559999999999999,-0.0359999999999999,1.0,8780,10510000000.0,10028482560.0
2023-06-06,AAA,B0_baseline_p20,12,0.8337650993115412,-0.0606060606060606,-0.0735930735930737,0.0,1350,72680685000.0,48236800620.0
2023-06-06,ORS,B0_baseline_p20,14,0.8310009337028701,0.0471380471380471,-0.0303030303030302,0.0,8780,50675625000.0,35721397480.0
2023-06-06,VIG,B0_baseline_p20,15,0.825961778715061,0.0126582278481011,-0.0379746835443038,0.0,8780,5646920000.0,4214375600.0
2023-06-07,HD6,B0_baseline_p20,3,0.933995470967264,0.0714285714285714,-0.0476190476190476,0.0,8630,3525900000.0,2029772000.0
2023-06-07,TIG,B0_baseline_p20,12,0.8513497400031831,-0.0508474576271187,-0.0762711864406779,0.0,8630,32746180000.0,12316268000.0
2023-06-07,DIG,B0_baseline_p20,15,0.8402510827597474,-0.034090909090909,-0.0795454545454545,0.0,8630,548809800000.0,421957084000.0
2023-06-07,VTP,B0_baseline_p20,19,0.8216558912530678,0.0531645569620253,-0.0379746835443037,0.0,2770,25651300000.0,22244323000.0
2023-06-08,KVC,B0_baseline_p20,1,0.974340327045326,-0.0714285714285712,-0.1428571428571428,0.0,1750,9861040000.0,2116244200.0
2023-06-08,BCG,B0_baseline_p20,11,0.862541907358626,-0.101923076923077,-0.1192307692307692,0.0,8770,233948000000.0,74925716200.0
2023-06-08,EVG,B0_baseline_p20,15,0.8435758066420275,-0.2487745098039215,-0.3063725490196078,0.0,8630,50801712000.0,16810344960.0
2023-06-08,JVC,B0_baseline_p20,18,0.8218143190921657,-0.0383693045563549,-0.0455635491606714,0.0,4530,11120973000.0,6396557440.0
2023-06-08,QCG,B0_baseline_p20,20,0.8207779693112371,-0.1743951612903226,-0.1743951612903226,0.0,8630,18939264000.0,2864530920.0
2023-06-09,PVX,B0_baseline_p20,4,0.9219657088927892,-0.1621621621621621,-0.1621621621621621,0.0,2350,37234210000.0,3208757800.0
2023-06-09,TVB,B0_baseline_p20,9,0.869692672135248,-0.0670016750418759,-0.0670016750418759,0.0,8780,6553866000.0,4316116700.0
2023-06-09,ITC,B0_baseline_p20,17,0.8250092723357976,-0.0192307692307692,-0.0769230769230768,0.0,8630,10939500000.0,9705463480.0
2023-06-09,NAB,B0_baseline_p20,18,0.8220848165478727,-0.0687022900763358,-0.0687022900763358,0.0,8350,2378960000.0,2930953200.0
2023-06-13,FIT,B0_baseline_p20,20,0.83170881502978,-0.1195814648729447,-0.1748878923766816,0.0,8630,72626640000.0,23624045640.0
2023-06-14,HHG,B0_baseline_p20,1,0.9748551549821806,-0.1379310344827585,-0.1379310344827585,0.0,2770,4292870000.0,2024679000.0
2023-06-14,FCN,B0_baseline_p20,15,0.8416119438401186,0.0963455149501659,0.0099667774086378,1.0,2350,50694420000.0,48837072100.0
2023-06-14,G36,B0_baseline_p20,19,0.828778538983622,0.0625,-0.0208333333333332,0.0,2350,13319040000.0,6870100200.0
2023-06-14,SHS,B0_baseline_p20,20,0.8287469824864979,0.0751879699248121,-0.0225563909774436,0.0,8780,329632520000.0,252941976800.0
2023-06-15,SDA,B0_baseline_p20,16,0.8540353581301214,-0.076086956521739,-0.1847826086956521,0.0,2790,2387400000.0,2014553800.0
2023-06-16,PFL,B0_baseline_p20,6,0.9026673004982546,0.0238095238095237,-0.0952380952380953,0.0,8630,6047580000.0,2315192000.0
2023-06-16,NAF,B0_baseline_p20,10,0.8696800929060504,0.0223880597014924,0.0149253731343284,0.0,3530,3648820000.0,2025597300.0
2023-06-16,DTD,B0_baseline_p20,13,0.8570253022178216,0.1900000000000001,-0.01,1.0,2350,16143000000.0,21811907000.0
2023-06-19,VGS,B0_baseline_p20,12,0.8698887721344901,0.1162790697674418,0.0174418604651163,1.0,1750,10455880000.0,13399940200.0
2023-06-19,BNA,B0_baseline_p20,20,0.8369107356450134,0.0,-0.044776119402985,0.0,3570,3087360000.0,2026963400.0
2023-06-20,DBC,B0_baseline_p20,14,0.8697070029115452,0.1741176470588235,-0.0117647058823529,1.0,3570,147781000000.0,106013317600.0
2023-06-20,TCI,B0_baseline_p20,16,0.8621037221934,0.0283018867924529,-0.0377358490566037,0.0,8780,4181700000.0,2617064000.0
2023-06-21,PSH,B0_baseline_p20,13,0.8803918493066275,0.0300751879699248,-0.0488721804511278,0.0,580,12508650000.0,20261841400.0
2023-06-21,DHT,B0_baseline_p20,19,0.8598435249206426,-0.5385906040268457,-0.6006711409395973,0.0,4570,8731400000.0,4318071600.0
2023-06-22,BSI,B0_baseline_p20,20,0.8568369642461469,-0.0523255813953487,-0.0901162790697673,0.0,8780,41992080000.0,48677194400.0
2023-06-26,CEN,B0_baseline_p20,12,0.8745475005925996,0.1451612903225805,-0.0806451612903226,0.0,5370,6798300000.0,3752471800.0
2023-06-26,AAS,B0_baseline_p20,16,0.8590266648305377,-0.3229813664596274,-0.329192546583851,0.0,8780,32663680000.000004,11090334800.0
2023-06-27,CTS,B0_baseline_p20,8,0.8769261616338333,0.1106094808126412,-0.0519187358916477,1.0,8780,32434245000.0,41684783700.0
2023-06-27,VPG,B0_baseline_p20,10,0.8698571642828405,0.1256830601092897,-0.0491803278688526,1.0,1770,52347150000.0,35231830900.0
2023-06-27,ASM,B0_baseline_p20,14,0.853136780234476,0.0688073394495412,-0.0275229357798165,0.0,8630,53141860000.0,50601023420.0
2023-06-27,VHG,B0_baseline_p20,19,0.8314494541422677,0.0588235294117647,-0.0588235294117646,0.0,8630,6995500000.0,11031380200.0
2023-06-27,SSI,B0_baseline_p20,20,0.8267700306400724,0.0827067669172931,-0.0432330827067669,1.0,8780,542227700000.0,451904757200.0
2023-06-28,TDH,B0_baseline_p20,14,0.8445113550345782,0.0294695481335953,-0.043222003929273,0.0,8630,4451714000.0,3113802920.0
2023-06-28,C69,B0_baseline_p20,15,0.838016476128245,0.25,-0.0625,1.0,2350,10311360000.0,3204198800.0
2023-06-29,PVG,B0_baseline_p20,6,0.8684494223891581,0.02,-0.03,0.0,7570,2675000000.0,2141920600.0
2023-06-29,ADS,B0_baseline_p20,9,0.8507684163094256,-0.0267857142857141,-0.0327380952380952,0.0,3760,14804160000.0,8863123700.0
2023-06-29,CNG,B0_baseline_p20,16,0.8244912954744363,-0.2628865979381443,-0.2951030927835051,0.0,7570,5990720000.0,2807857400.0
2023-06-29,VOS,B0_baseline_p20,19,0.811374275974055,0.0079365079365079,0.0039682539682539,0.0,2770,47752740000.0,25292701840.0
2023-06-30,VC7,B0_baseline_p20,13,0.8164765873867489,0.1202185792349725,-0.0163934426229508,1.0,2350,3003030000.0,6057744400.0
2023-06-30,VNE,B0_baseline_p20,15,0.8110113861423556,-0.016597510373444,-0.0331950207468879,0.0,2350,8053015000.0,4402977300.0
2023-06-30,NRC,B0_baseline_p20,16,0.8033057560449958,0.2241379310344826,0.0,1.0,8630,7700660000.0,11846767200.0
2023-07-03,GEX,B0_baseline_p20,6,0.8714200352726735,0.1653746770025839,-0.0465116279069768,1.0,2730,126719280000.0,297422872900.0
2023-07-03,POM,B0_baseline_p20,16,0.8037162703589198,0.1057971014492753,-0.0289855072463768,1.0,1750,1710510000.0,2034032260.0
2023-07-04,VDS,B0_baseline_p20,1,0.9661687540167264,0.0207612456747405,0.0103806228373701,0.0,8780,34860625000.0,12706139500.0
2023-07-04,VIX,B0_baseline_p20,15,0.8203906002677053,0.3304347826086957,-0.0260869565217392,1.0,8780,223096550000.0,199643347860.0
2023-07-04,PVB,B0_baseline_p20,19,0.809630602393919,-0.0702479338842975,-0.0702479338842975,0.0,570,16952100000.0,7981248400.0
2023-07-05,HD6,B0_baseline_p20,9,0.839847881685616,0.1866666666666665,-0.0088888888888888,1.0,8630,1833750000.0,3130663000.0
2023-07-05,ORS,B0_baseline_p20,13,0.828689349890793,0.0249999999999999,-0.0531249999999999,0.0,8780,62817600000.0,36432602000.0
2023-07-05,TLD,B0_baseline_p20,19,0.7992380308202633,0.0427927927927926,-0.0202702702702703,0.0,2350,1260960000.0,2076071540.0
2023-07-06,VPH,B0_baseline_p20,3,0.9208442263937536,0.2834978843441467,0.001410437235543,1.0,8630,3258564000.0,2023458980.0
2023-07-06,DBD,B0_baseline_p20,18,0.7885637784696419,-0.0232558139534884,-0.0232558139534884,0.0,4570,5681160000.0,4701150600.0
2023-07-07,CTD,B0_baseline_p20,18,0.7712192755111194,-0.127027027027027,-0.1445945945945946,0.0,2350,117674800000.0,41099902600.0
2023-07-07,BMP,B0_baseline_p20,20,0.757797172847283,-0.0648936170212765,-0.0648936170212765,0.0,1350,40344800000.0,32440391200.0
2023-07-10,DL1,B0_baseline_p20,13,0.8417245236801906,0.0740740740740739,-0.0185185185185186,0.0,2770,11966400000.0,6102935600.0
2023-07-10,PDR,B0_baseline_p20,16,0.8365365271061497,0.2162162162162162,-0.0054054054054054,1.0,8630,521111700000.0,193104806100.0
2023-07-11,PXL,B0_baseline_p20,8,0.8606618578536278,0.03,-0.03,0.0,8630,6743000000.0,5178833400.0
2023-07-12,SHS,B0_baseline_p20,10,0.8593081974677946,0.1048951048951047,0.0069930069930068,1.0,8780,239793840000.0,278913662600.0
2023-07-12,G36,B0_baseline_p20,12,0.8332563379124494,0.0294117647058824,-0.0196078431372548,0.0,2350,18364080000.0,9829113200.0
2023-07-13,DGW,B0_baseline_p20,15,0.7873340967123317,0.0813492063492062,-0.0277777777777777,1.0,5370,97362720000.0,80132898200.0
2023-07-13,TVN,B0_baseline_p20,20,0.7741180039839565,0.0,-0.0389610389610389,0.0,1750,8601670000.0,4649285000.0
2023-07-14,DTD,B0_baseline_p20,9,0.8370114163331022,-0.1344537815126051,-0.1344537815126051,0.0,2350,25796820000.0,28056922600.0
2023-07-14,KSB,B0_baseline_p20,11,0.8228085734393307,-0.0158730158730159,-0.0317460317460317,0.0,1770,91831950000.0,79874310400.0
2023-07-14,BMS,B0_baseline_p20,17,0.7925614198501914,0.1313131313131312,0.090909090909091,1.0,8780,5334120000.0,2438714200.0
2023-07-17,QCG,B0_baseline_p20,12,0.8172578995636561,0.3062568605927553,-0.0395170142700328,1.0,8630,8754710000.0,8926529720.0
2023-07-17,EVE,B0_baseline_p20,19,0.7860390927380936,-0.1026315789473684,-0.1157894736842104,0.0,3720,12158100000.0,14099740300.0
2023-07-18,SGR,B0_baseline_p20,1,0.9369713107132028,0.146153846153846,-0.0346153846153846,1.0,8630,3738800000.0,2016681400.0
2023-07-18,DBC,B0_baseline_p20,2,0.924639305784692,0.0501002004008015,-0.004008016032064,0.0,3570,228215155000.0,142239936800.0
2023-07-18,DXS,B0_baseline_p20,11,0.8384629147649214,0.126829268292683,-0.0604878048780487,1.0,8630,57586550000.0,30343272400.0
2023-07-18,VLB,B0_baseline_p20,17,0.7974636040568355,-0.0188235294117646,-0.0235294117647059,0.0,2350,4199000000.0,9305087400.0
2023-07-19,DHA,B0_baseline_p20,14,0.8206855222056526,0.0125523012552302,-0.0041841004184099,0.0,2350,13178460000.0,2211312000.0
2023-07-19,AGR,B0_baseline_p20,15,0.8128751460528568,0.0836120401337792,0.0033444816053511,1.0,8780,37289785000.0,27215319000.0
2023-07-19,GVR,B0_baseline_p20,16,0.8088230378094068,-0.0161290322580643,-0.0276497695852533,0.0,1350,68945240000.0,68087482600.0
2023-07-19,IVS,B0_baseline_p20,20,0.7946021116499178,0.0396825396825397,0.0079365079365079,0.0,8780,13662180000.0,2224580600.0
2023-07-20,HCD,B0_baseline_p20,18,0.783777928856813,-0.0549019607843136,-0.1284313725490194,0.0,1350,4471680000.0,4621227920.0
